price,beds_baths_area,address
"155,000","221,222 sqft","La Cote Tower 2, La Cote, Port De La Mer, La Mer, Jumeirah"
"30,000",01550 sqft,MM Towers Silicon Oasis
"69,990",12826 sqft,Mag 218 Tower Marina
"475,000","452,816 sqft","Lamtara Building 3, Lamtara, Madinat Jumeirah Living, Umm Suqeim"
"27,000",01451 sqft,"Elite Sports Residence 5, Elite Sports Residence Sports City"
"22,000",01400 sqft,"Jassem Building, Residential District South"
"130,000",11787 sqft,"Lamtara Building 3, Lamtara, Madinat Jumeirah Living, Umm Suqeim"
"120,000","231,298 sqft","Shams 2, Shams, Jumeirah Beach Residence (JBR)"
"85,000",12886 sqft,The Torch Marina
"35,000",12740 sqft,"Al Salam Building, Liwan 2"
"27,000",01278 sqft,"Al Mulla-2 Building, Naif, Deira"
"70,000",01548 sqft,"Palm Views East, Palm Views, Palm Jumeirah"
"600,000","352,616 sqft","1 JBR, Jumeirah Beach Residence (JBR)"
"35,000","121,098 sqft","Ali Khalifa Building, Al Nahda 1, Al Nahda (Dubai)"
"45,000","231,200 sqft",Khan Saheb Building Silicon Oasis
"140,000","231,382 sqft","Mon Reve, Downtown Dubai"
"35,000",12700 sqft,"La Vista Residence 2, La vista Residence Silicon Oasis"
"75,000",12673 sqft,"Creekside 18 Tower A, Creekside 18 Creek Harbour, The Lagoons"
"70,000",22939 sqft,"Jenna Main Square 1, Jenna Main Square, Town Square"
"46,000",11800 sqft,"Al Moosawi Tower, Al Barsha 1, Al Barsha"
"55,000","231,400 sqft","Al Mamzar Building, Al Mamzar"
"46,000",12768 sqft,"Carson Tower A, Carson - The Drive, DAMAC Hills"
"30,000",01498 sqft,"Building 13, Zen Cluster, Discovery Gardens"
"46,999",12881 sqft,"Building 86, Mediterranean, Discovery Gardens"
"52,990",12778 sqft,"Art 8, Barsha Heights (Tecom)"
"120,000","241,514 sqft","Polo Residence, Meydan Avenue, Meydan City"
"102,000","331,582 sqft","Manazil Al Barsha 02, Al Barsha 1, Al Barsha"
"599,999","574,533 sqft",Al Yass Tower Marina Towers (Emaar 6 Towers) Marina
"34,999",02630 sqft,"Pacific Edmonton, JVT District 3, Jumeirah Village Triangle (JVT)"
"43,000","231,250 sqft","Mona Residence, Al Qusais Industrial 5, Al Qusais Industrial Area, Al Qusais"
"53,000",22883 sqft,"Zahra Apartments 2A, Zahra Apartments, Town Square"
"37,000",11916 sqft,Binghatti Point Silicon Oasis
"32,000",11771 sqft,"Mazaya 12, Queue Point, Liwan"
"110,000","231,435 sqft","Sadaf 7, Sadaf, Jumeirah Beach Residence (JBR)"
"24,999",01501 sqft,"The Crescent Tower B, The Crescent Towers Production City (IMPZ)"
"34,990",12677 sqft,Cricket Tower Sports City
"100,000",12969 sqft,"Park Place Tower, Sheikh Zayed Road"
"70,000",11720 sqft,"Creek Gate Tower 1, Creek Gate Creek Harbour, The Lagoons"
"89,999","332,282 sqft","Umm Hurair Building, Al Karama"
"48,000","221,400 sqft","Hassani 20, Nad Al Hamar"
"83,999",12801 sqft,Elite Residence Marina
"59,999",12850 sqft,"Rigel Apartments, JVC District 10, Jumeirah Village Circle (JVC)"
"72,000",11790 sqft,"The Cove Creek Harbour, The Lagoons"
"60,000",12783 sqft,"Al Safa Complex, Al Safa 1, Al Safa"
"58,000",12813 sqft,"Polo Residence, Meydan Avenue, Meydan City"
"57,000","231,000 sqft","Abdul Wahed Bin Shabib Building, Arjan"
"30,000",11583 sqft,"Al Madan Building 4, Al Qusais 2, Al Qusais Residential Area, Al Qusais"
"100,000","221,044 sqft","Creek Gate Tower 1, Creek Gate Creek Harbour, The Lagoons"
"60,000",12917 sqft,Sulafa Tower Marina
"75,000","331,360 sqft","Nasser Lootah Building, Al Muraqqabat, Deira"
"45,000","221,100 sqft",Khan Saheb Building 2 Silicon Oasis
"34,000",12723 sqft,"E-05, China Cluster, International City"
"28,000",01250 sqft,"Al Hamriya, Bur Dubai"
"74,999",11745 sqft,"The Cove Creek Harbour, The Lagoons"
"72,000",12839 sqft,Marina Crown Marina
"45,000",12850 sqft,"Al Barsha 1, Al Barsha"
"46,500","121,000 sqft","Mediterranean, Discovery Gardens"
"110,000","231,129 sqft","The Terraces, Sobha Hartland, Mohammed Bin Rashid City"
"165,000","341,921 sqft","Murjan 1, Murjan, Jumeirah Beach Residence (JBR)"
"110,000","231,303 sqft",Princess Tower Marina
"130,000","341,863 sqft","Masakin Al Furjan, Al Furjan"
"34,000",12875 sqft,Frankfurt Sports Tower Sports City
"49,000","231,505 sqft","Al Nahda 1, Al Nahda (Dubai)"
"65,000",11552 sqft,"Blue Reef building, Umm Suqeim 2, Umm Suqeim"
"52,000",12681 sqft,"Masaken Al Muraqqabat 06, Al Muraqqabat, Deira"
"99,998","231,600 sqft","Mag 214 Tower, JLT Cluster R, Jumeirah Lake Towers (JLT)"
"34,998",01350 sqft,"Al Jaddaf Heights, Al Jaddaf"
"59,999","241,485 sqft",Al Mamzar
"34,998",01350 sqft,"Al Jaddaf Heights, Al Jaddaf"
"59,999","241,485 sqft",Al Mamzar
"75,000","352,200 sqft","Al Nahda 1, Al Nahda (Dubai)"
"48,000",12994 sqft,"Mogul, Discovery Gardens"
"35,980",12967 sqft,"Warsan 4, Al Warsan"
"54,000","221,243 sqft",Al Karama
"24,990",01550 sqft,"Warsan 4, Al Warsan"
"36,999",12895 sqft,"Al Nahda 1, Al Nahda (Dubai)"
"88,000","241,600 sqft",Dubai Festival City
"55,000","221,470 sqft","Abu Hail, Deira"
"65,000",22887 sqft,"Safi 1, Safi Apartments, Town Square"
"105,000",22910 sqft,"Vera Residences, Business Bay"
"37,999",12850 sqft,"Al Nahda 1, Al Nahda (Dubai)"
"65,000",22806 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
"83,000","231,321 sqft",Al Jaddaf
"170,000","342,350 sqft",Business Bay
"24,990",01400 sqft,"Warsan 4, Al Warsan"
"44,000","221,500 sqft","Al Nahda 2, Al Nahda (Dubai)"
"40,000",12750 sqft,"Le Presidium 2, Le Presidium Silicon Oasis"
"59,999",12810 sqft,"Bayt Al Muraqqabat 03, Al Muraqqabat, Deira"
"84,998","231,150 sqft","Al Jaddaf Residence, Al Jaddaf"
"31,999",12616 sqft,UniEstate Sports Tower Sports City
"95,000","231,500 sqft","AG Tower, Business Bay"
"65,000","231,400 sqft",Al Badaa
"95,000","231,300 sqft","Amwaj 3, Amwaj, Jumeirah Beach Residence (JBR)"
"84,900","231,495 sqft","Al Jaddaf Residence, Al Jaddaf"
"60,000","21,375 sqft","Nahda Oasis Residence, Al Nahda 2, Al Nahda (Dubai)"
"60,000",12852 sqft,Al Jaddaf
"70,000","241,400 sqft","Manazil Al Raffa 02, Al Raffa, Bur Dubai"
"33,980",12867 sqft,"Warsan 4, Al Warsan"
"45,980","221,550 sqft","Al Nahda 2, Al Nahda (Dubai)"
"34,999",01380 sqft,"Al Jaddaf Heights, Al Jaddaf"
"82,999","231,296 sqft",Al Jaddaf
"47,999","221,500 sqft","Warsan 4, Al Warsan"
"75,000","231,174 sqft","Al Fahad Tower 2, Barsha Heights (Tecom)"
"33,000",12750 sqft,"Classic Apartments, Central Business District, International City"
"124,999",12897 sqft,"BLVD Heights Tower 2, BLVD Heights, Downtown Dubai"
"339,999","351,821 sqft","Boulevard Point, Downtown Dubai"
"66,000","331,800 sqft","Abu Hail, Deira"
"32,000",01501 sqft,"Golf Vista 1, Golf Vista, DAMAC Hills"
"100,000",12799 sqft,"29 Boulevard 1, 29 Boulevard, Downtown Dubai"
"55,000","121,080 sqft","Oud Metha, Bur Dubai"
"140,000","241,586 sqft","Al Khushkar, Shoreline Apartments, Palm Jumeirah"
"60,000",12852 sqft,Al Jaddaf
"83,000","231,372 sqft",Al Jaddaf
"60,000",12852 sqft,Al Jaddaf
"83,000","231,372 sqft",Al Jaddaf
"72,000","231,550 sqft","Al Mankhool, Bur Dubai"
"33,999","111,000 sqft",Sondos Lily Residence Complex
"44,000","221,410 sqft","Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"140,000","221,400 sqft",Executive Residences Hills Estate
"100,000","342,000 sqft",Dubai Silicon Oasis
"43,999","221,062 sqft",Skycourts Towers Residence Complex
"130,000","221,350 sqft",Sheikh Zayed Road
"32,999",01342 sqft,Al Jaddaf
"68,000","221,400 sqft","Al Souk Al Kabeer Street, Al Souk Al Kabeer, Bur Dubai"
"24,000",12667 sqft,"Muhaisnah 4, Muhaisnah"
"190,000","221,800 sqft",Sheikh Zayed Road
"48,900","121,050 sqft","Faisal Building, Oud Metha, Bur Dubai"
"315,000","341,821 sqft","Boulevard Point, Downtown Dubai"
"32,000",12750 sqft,"Emirates Cluster, International City"
"74,995","221,350 sqft","Conrad Commercial Tower, Sheikh Zayed Road"
"105,000","221,246 sqft","Creek Rise Creek Harbour, The Lagoons"
"63,000",12891 sqft,"Art XIV14, Business Bay"
"100,000",12950 sqft,Sheikh Zayed Road
"125,000","231,375 sqft",Sheikh Zayed Road
"65,000","231,259 sqft",Al Qusais
"45,000",01432 sqft,"Al Ghozlan 4, Al Ghozlan, The Greens"
"75,000","231,700 sqft",Al Karama
"70,000","341,957 sqft","Al Nahda 2, Al Nahda (Dubai)"
"165,000","341,882 sqft","Sadaf 2, Sadaf, Jumeirah Beach Residence (JBR)"
"72,000","231,400 sqft","Al Mankhool, Bur Dubai"
"70,000","341,957 sqft","Al Nahda 2, Al Nahda (Dubai)"
"165,000","341,882 sqft","Sadaf 2, Sadaf, Jumeirah Beach Residence (JBR)"
"72,000","231,400 sqft","Al Mankhool, Bur Dubai"
"110,000","452,600 sqft","Al Mankhool, Bur Dubai"
"120,000","231,375 sqft","Shams 1, Shams, Jumeirah Beach Residence (JBR)"
"55,000","221,300 sqft","Abu Hail, Deira"
"75,000",23956 sqft,"Dar Maryam, Al Barsha 1, Al Barsha"
"37,000",01520 sqft,"Adore, JVC District 11, Jumeirah Village Circle (JVC)"
"50,000","231,500 sqft","Al Nahda 1, Al Nahda (Dubai)"
"37,000",12850 sqft,"Warsan 4, Al Warsan"
"39,999",12980 sqft,"Abu Hail, Deira"
"35,000",12800 sqft,Dubai Residence Complex
"60,000","331,800 sqft","Abu Hail, Deira"
"60,000",12820 sqft,"Battersea Residence, Al Jaddaf"
"55,000","121,000 sqft","Al Shaiba Tower B, Al Shaiba Tower, Barsha Heights (Tecom)"
"46,000","121,160 sqft","Al Thamam, Remraam"
"100,000","332,000 sqft","Oud Metha, Bur Dubai"
"90,000","231,800 sqft","Oud Metha, Bur Dubai"
"43,000","221,062 sqft","Skycourts Tower B, Skycourts Towers Residence Complex"
"219,000","232,367 sqft","World Trade Centre Residence, World Trade Centre"
"160,000","341,911 sqft","Sadaf 1, Sadaf, Jumeirah Beach Residence (JBR)"
"35,000",12677 sqft,"Lakeside Tower D, Lakeside Production City (IMPZ)"
"45,000",11980 sqft,"Abu Hail, Deira"
"61,999","221,315 sqft","Golden Sands 1, Al Mankhool, Bur Dubai"
"58,000","331,800 sqft","Abu Hail, Deira"
"45,000","221,250 sqft","Abu Hail, Deira"
"64,000","331,978 sqft","Al Nahda 2, Al Nahda (Dubai)"
"50,000","111,257 sqft","DMS Building, JVC District 14, Jumeirah Village Circle (JVC)"
"70,000","231,450 sqft","Al Mankhool, Bur Dubai"
"47,999",22930 sqft,JS Tower Sports City
"115,000","332,300 sqft",Sheikh Zayed Road
"39,990",11900 sqft,Binghatti Point Silicon Oasis
"74,995","231,405 sqft","Conrad Commercial Tower, Sheikh Zayed Road"
"60,000","121,000 sqft","Oud Metha, Bur Dubai"
"99,999","342,289 sqft",Sheikh Zayed Road
"52,000","121,000 sqft","Al Muraqqabat, Deira"
"128,999","442,284 sqft","Golden Sands 9, Al Mankhool, Bur Dubai"
"65,000",11620 sqft,"New Dubai Gate 1, JLT Cluster Q, Jumeirah Lake Towers (JLT)"
"48,000","231,400 sqft","Warsan 4, Al Warsan"
"27,999",12860 sqft,Dubai South
"40,000",11580 sqft,"Al Ramth 15, Al Ramth, Remraam"
"80,000","221,380 sqft","Al Mankhool, Bur Dubai"
"43,000",11780 sqft,"Al Mankhool, Bur Dubai"
"93,999","231,500 sqft","Al Mankhool, Bur Dubai"
"40,999",12724 sqft,"Wasl Nad Tower, Nad Al Hamar"
"34,000",12706 sqft,Wadi Al Safa 2
"30,000",01400 sqft,"Al Hamriya, Bur Dubai"
"83,000","241,480 sqft",SP Oasis Silicon Oasis
"36,998",12900 sqft,"Warsan 4, Al Warsan"
"59,999",12857 sqft,"Art Tower XV, Business Bay"
"30,000",01472 sqft,"Crystal Palace, JVC District 10, Jumeirah Village Circle (JVC)"
"68,000","121,030 sqft","Golden Sands 14, Al Mankhool, Bur Dubai"
"42,000",11583 sqft,Remraam
"50,000",12950 sqft,"Al Barsha 1, Al Barsha"
"32,000",01405 sqft,"Carson - The Drive, DAMAC Hills"
"85,999","331,685 sqft","Golden Sands 1, Al Mankhool, Bur Dubai"
"88,000",12908 sqft,Skyview Tower Marina
"150,000","321,659 sqft","The Views 2, The Views"
"44,000",12850 sqft,"Al Hamriya, Bur Dubai"
"42,000","121,140 sqft","O2 Tower, JVC District 14, Jumeirah Village Circle (JVC)"
"25,998",01380 sqft,"Al Jawhara Residences, JVT District 2, Jumeirah Village Triangle (JVT)"
"25,000",01440 sqft,Eagle Heights Sports City
"260,000","453,114 sqft","Burj Al Salam Tower, Sheikh Zayed Road"
"60,000",12900 sqft,"Al Barsha 1, Al Barsha"
"32,000",12950 sqft,Al Nahda (Dubai)
"54,000","121,000 sqft","Rigga Road, Al Rigga, Deira"
"45,000",01472 sqft,"Al Rigga, Deira"
"50,000",12950 sqft,"Al Mankhool, Bur Dubai"
"52,000",12900 sqft,"Jumeirah Garden City, Al Satwa"
"114,999","332,400 sqft","Golden Sands 7, Al Mankhool, Bur Dubai"
"51,999",11890 sqft,"Golden Sands 1, Al Mankhool, Bur Dubai"
"34,000",01426 sqft,The Dunes Silicon Oasis
"34,000",01426 sqft,The Dunes Silicon Oasis
"104,999","241,472 sqft","Churchill Residence, Churchill Towers, Business Bay"
"46,990",12870 sqft,"The Dome Building By Tiger Group, Al Jaddaf"
"27,999",01549 sqft,Jumeirah Village Circle (JVC)
"42,000",01480 sqft,"Al Mankhool, Bur Dubai"
"75,000","231,720 sqft","Al Muraqqabat, Deira"
"30,000",01415 sqft,"Carson - The Drive, DAMAC Hills"
"50,000",12873 sqft,"Al Warqaa 1, Al Warqaa"
"48,999",12800 sqft,"La Riviera Apartments, JVC District 10, Jumeirah Village Circle (JVC)"
"59,999","121,010 sqft","Oud Metha, Bur Dubai"
"54,990",12980 sqft,"The Dome Building By Tiger Group, Al Jaddaf"
"23,999",0470 sqft,"Abu Hail, Deira"
"45,000",11850 sqft,"Al Hamriya, Bur Dubai"
"85,000","231,071 sqft","Bloom Heights, JVC District 15, Jumeirah Village Circle (JVC)"
"140,000","231,282 sqft","The Lofts West, The Lofts, Downtown Dubai"
"50,000",12750 sqft,"Al Barsha 1, Al Barsha"
"105,000","231,587 sqft","The Galleries at Meydan Avenue, Meydan Avenue, Meydan City"
"32,000",11400 sqft,Hera Tower Sports City
"49,999","221,480 sqft","Abu Hail, Deira"
"95,000","231,369 sqft","Al Andalus Tower F, Al Andalus, Jumeirah Golf Estates"
"68,000",11673 sqft,"Creekside 18 Tower A, Creekside 18 Creek Harbour, The Lagoons"
"55,000",12760 sqft,Escan Marina Tower Marina
"170,000","231,532 sqft",Damac Heights Marina
"27,000",01520 sqft,Oasis Tower 1 Sports City
"87,000","231,389 sqft",Sulafa Tower Marina
"33,999",12950 sqft,"Warsan 4, Al Warsan"
"52,000",12703 sqft,"Al Rigga, Deira"
"21,000",01484 sqft,"England Cluster, International City"
"98,999","341,973 sqft","Wasl Ruby, Al Karama"
"80,000","331,850 sqft","Al Mankhool, Bur Dubai"
"130,999","231,300 sqft",Business Bay
"245,000","352,078 sqft","Vida Residence 2, Vida Residence (The Hills), The Hills"
"53,995","231,250 sqft","Al Karama Building, Al Karama"
"58,000","121,000 sqft","Shamal Waves, JVC District 14, Jumeirah Village Circle (JVC)"
"55,000",12750 sqft,"Al Barsha 1, Al Barsha"
"45,000",11800 sqft,"Yas 1, Barsha Heights (Tecom)"
"65,000","221,650 sqft","Dreem Tower, Al Mamzar"
"240,000","332,000 sqft","Dubai Creek Residence Tower 3 North Creek Harbour, The Lagoons"
"55,000","121,100 sqft","Al Karama Building, Al Karama"
"65,000","331,700 sqft","Al Nahda 2, Al Nahda (Dubai)"
"88,000","241,850 sqft","Al Barsha 1, Al Barsha"
"29,000",12731 sqft,"L-09, Greece Cluster, International City"
"50,000",11680 sqft,"Al Barsha 1, Al Barsha"
"64,999",12668 sqft,"Merano Tower, Business Bay"
"30,000",01427 sqft,"Carson Tower A, Carson - The Drive, DAMAC Hills"
"54,990",11780 sqft,"Al Souk Al Kabeer Street, Al Souk Al Kabeer, Bur Dubai"
"57,900","221,250 sqft","Al Karama Building, Al Karama"
"32,000",01500 sqft,"South Residences, JVC District 13, Jumeirah Village Circle (JVC)"
"52,000","321,600 sqft","Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"29,000",12633 sqft,"Prime Residence 2, Prime Residence, Spain Cluster, International City"
"34,000",01500 sqft,Discovery Gardens
"27,999",01680 sqft,"Rivington Heights, Warsan 4, Al Warsan"
"190,000","342,350 sqft",Business Bay
"48,000",12800 sqft,"Al Mankhool, Bur Dubai"
"115,000","443,071 sqft","Al Souk Al Kabeer Street, Al Souk Al Kabeer, Bur Dubai"
"36,000",01601 sqft,"Shamal Waves, JVC District 14, Jumeirah Village Circle (JVC)"
"70,000","231,350 sqft","Binghatti Avenue, Al Jaddaf"
"82,000","231,302 sqft","Al Barsha 1, Al Barsha"
"26,000",01380 sqft,"Lakeside Tower D, Lakeside Production City (IMPZ)"
"71,999",12835 sqft,"Euro Residence, Barsha Heights (Tecom)"
"75,000","331,647 sqft",Al Rabia Towerland
"80,000",12844 sqft,"The Bay, Business Bay"
"60,000","221,320 sqft","Al Barsha 1, Al Barsha"
"40,000",12813 sqft,"Silicon Gates 1, Silicon Gates Silicon Oasis"
"28,999",01530 sqft,"Burj View Residence, Arjan"
"85,000",12595 sqft,"Silverene Tower B, Silverene Marina"
"52,000",12950 sqft,Sheikh Zayed Road
"72,399","231,367 sqft","Wasl Port Views, Al Mina"
"35,000",12850 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"23,999",01450 sqft,"Warsan 4, Al Warsan"
"34,000",01480 sqft,"Shamal Residences, JVC District 14, Jumeirah Village Circle (JVC)"
"72,000","231,168 sqft","Al Rigga, Deira"
"30,000",01500 sqft,Oasis High Park Silicon Oasis
"43,000",12765 sqft,Oasis High Park Silicon Oasis
"75,000",11678 sqft,"Dubai Creek Harbour, The Lagoons"
"63,000","231,280 sqft","Al Barsha 1, Al Barsha"
"54,999","121,030 sqft","Jadaf Western Residence, Al Jaddaf"
"60,000",12582 sqft,"Bayt Al Muraqqabat 03, Al Muraqqabat, Deira"
"23,000",01645 sqft,"Morocco Cluster, International City"
"200,000","221,283 sqft","Sunrise Bay Tower 1, Sunrise Bay, EMAAR Beachfront Harbour"
"58,000","231,350 sqft",Dubai Silicon Oasis
"110,000","221,080 sqft","Park Heights 1, Park Heights Hills Estate"
"92,000","241,538 sqft",Al Garhoud
"65,000",12950 sqft,"Majestic Tower, Business Bay"
"130,000","231,150 sqft","Paramount Hotel & Residences, Business Bay"
"129,000","442,284 sqft","Al Mankhool, Bur Dubai"
"34,999",12600 sqft,"Al Dhabi Tower, Arjan"
"130,000","241,679 sqft","Green Lakes 1, JLT Cluster S (Green Lake Towers), Jumeirah Lake Towers (JLT)"
"75,999","331,890 sqft","Sheikh Rashid Building, Sheikh Zayed Road"
"75,000",12673 sqft,"Creekside 18 Tower A, Creekside 18 Creek Harbour, The Lagoons"
"79,999","331,430 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"44,999","231,490 sqft","Al Warqaa 1, Al Warqaa"
"79,000",22850 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
"60,000",12900 sqft,"Rigga Road, Al Rigga, Deira"
"53,000",12900 sqft,"Al Rigga, Deira"
"160,000","231,403 sqft","The Residence 6, The Residences, Downtown Dubai"
"53,000",12900 sqft,"Al Rigga, Deira"
"160,000","231,403 sqft","The Residence 6, The Residences, Downtown Dubai"
"44,999",23840 sqft,"Al Dhabi Tower, Arjan"
"50,000",12900 sqft,"Lake Point Tower, JLT Cluster N, Jumeirah Lake Towers (JLT)"
"40,999","221,100 sqft","Prime Residence 2, Prime Residence, Spain Cluster, International City"
"60,000","121,052 sqft","Norton Court 3, Norton Court, Uptown Motor City, Motor City"
"78,000","231,400 sqft","Rigga Road, Al Rigga, Deira"
"180,000","342,163 sqft",23 Marina Marina
"110,000","121,036 sqft","Paloma, Marina Promenade Marina"
"90,000",11760 sqft,"Port De La Mer, La Mer, Jumeirah"
"25,000",01505 sqft,"The Crescent Tower B, The Crescent Towers Production City (IMPZ)"
"28,990",01500 sqft,"Burj View Residence, Arjan"
"129,999","231,514 sqft","Tiara East Tower, Tiara United Towers, Sheikh Zayed Road"
"118,500","221,121 sqft","Paramount Hotel & Residences, Business Bay"
"54,000",12947 sqft,"Wasl Port Views 10, Wasl Port Views, Al Mina"
"96,999","231,475 sqft","Al Mankhool, Bur Dubai"
"129,999","231,170 sqft","Paramount Hotel & Residences, Business Bay"
"36,995","121,000 sqft","Warsan 4, Al Warsan"
"63,999","231,400 sqft","Manazil Al Raffa 02, Al Raffa, Bur Dubai"
"59,999","221,675 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"105,000","331,600 sqft","Rigga Road, Al Rigga, Deira"
"62,000","231,200 sqft","Azizi Star, Al Furjan"
"46,000",12960 sqft,"Al Nahda 1, Al Nahda (Dubai)"
"69,999","341,935 sqft","Al Nahda 2, Al Nahda (Dubai)"
"99,000","231,550 sqft","Al Manal Elite, JVC District 13, Jumeirah Village Circle (JVC)"
"99,999",12800 sqft,"29 Boulevard Podium, 29 Boulevard, Downtown Dubai"
"95,000","342,200 sqft","Al Raffa, Bur Dubai"
"210,000","342,182 sqft","Al Basri, Shoreline Apartments, Palm Jumeirah"
"64,999",23900 sqft,"Binghatti Mirage, JVC District 10, Jumeirah Village Circle (JVC)"
"90,000",22906 sqft,"Vera Residences, Business Bay"
"109,995","331,997 sqft","Al Rostamani Tower A, Al Rostamani Towers, Sheikh Zayed Road"
"90,000","331,840 sqft","Golden Sands 2, Al Mankhool, Bur Dubai"
"55,000","231,450 sqft","Wadi Tower, City of Arabia"
"54,999",22985 sqft,"Green Diamond 1, Arjan"
"37,999",12910 sqft,"Warsan 4, Al Warsan"
"44,991",12920 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"22,000",01484 sqft,"EMR-15, Emirates Cluster, International City"
"120,000","231,250 sqft","Jumeirah Living, World Trade Centre Residence, World Trade Centre"
"54,000","121,120 sqft","Al Muraqqabat, Deira"
"92,000","242,100 sqft","Oud Metha, Bur Dubai"
"61,999","221,450 sqft",Midtown Production City (IMPZ)
"65,000",12950 sqft,"La Riviera Azure, JVC District 10, Jumeirah Village Circle (JVC)"
"60,000","121,100 sqft","Al Shafar Tower, Business Bay"
"36,000",12800 sqft,Al Liwan Building Silicon Oasis
"55,000",12725 sqft,"Al Muteena, Deira"
"34,000",11870 sqft,Sondos Orchid Residence Complex
"32,999",11850 sqft,"Warsan 4, Al Warsan"
"40,000",11850 sqft,"Al Hamriya, Bur Dubai"
"55,000",12870 sqft,"Al Barsha 1, Al Barsha"
"57,000","231,435 sqft","Al Nahda 1, Al Nahda (Dubai)"
"44,999",12680 sqft,"Binghatti Rose, JVC District 15, Jumeirah Village Circle (JVC)"
"35,990",12900 sqft,"Warsan 4, Al Warsan"
"38,000",12768 sqft,Cricket Tower Sports City
"164,999","347,330 sqft",Veneto Waterfront
"60,000",22950 sqft,"Binghatti Avenue, Al Jaddaf"
"75,000","231,400 sqft","Al Mankhool, Bur Dubai"
"140,000","241,680 sqft","Green Lakes 1, JLT Cluster S (Green Lake Towers), Jumeirah Lake Towers (JLT)"
"60,000","221,400 sqft",Al Jaddaf
"26,000",01384 sqft,SP Oasis Silicon Oasis
"72,000",12857 sqft,"Sol Avenue, Business Bay"
"53,000","121,120 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"139,999","221,700 sqft",Marsa Plaza Festival City
"33,999",11900 sqft,"Warsan 4, Al Warsan"
"105,000",11838 sqft,"Silverene Tower B, Silverene Marina"
"65,000",21761 sqft,"The Nook, Wasl Gate"
"70,999",11756 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
"25,000",01500 sqft,"Warsan 4, Al Warsan"
"79,999",22900 sqft,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City"
"64,999",12967 sqft,Sulafa Tower Marina
"59,000",12750 sqft,"The Bricks, Al Mankhool, Bur Dubai"
"25,000",01408 sqft,"Al Ayyan Building, Phase 2, International City"
"97,000","231,496 sqft","Golden Sands 14, Al Mankhool, Bur Dubai"
"59,000",12750 sqft,"The Bricks, Al Mankhool, Bur Dubai"
"25,000",01408 sqft,"Al Ayyan Building, Phase 2, International City"
"97,000","231,496 sqft","Golden Sands 14, Al Mankhool, Bur Dubai"
"88,000","342,160 sqft",Al Mamzar
"89,000","332,130 sqft","Silver Sands 2, Al Mankhool, Bur Dubai"
"22,000",01449 sqft,"EMR-22, Emirates Cluster, International City"
"80,000","221,800 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"45,000",01472 sqft,"Manazil Al Muraqqabat 01, Al Muraqqabat, Deira"
"50,000",01452 sqft,"Burj Al Nujoom, Downtown Dubai"
"37,000",12850 sqft,Dubai Silicon Oasis
"36,000",12900 sqft,"Warsan 4, Al Warsan"
"55,000","221,300 sqft",Dubai Silicon Oasis
"50,000","221,300 sqft","Al Nahda 2, Al Nahda (Dubai)"
"58,000","231,545 sqft","Al Nahda 1, Al Nahda (Dubai)"
"33,995",11900 sqft,"Warsan 4, Al Warsan"
"79,999","341,700 sqft","Al Khaleej Centre, Al Raffa, Bur Dubai"
"45,000",12810 sqft,Al Jawhara building Silicon Oasis
"90,000","231,700 sqft","Al Baha Building, Al Mankhool, Bur Dubai"
"75,000",12901 sqft,"Jumeirah Apartments, Jumeirah 1, Jumeirah"
"40,000",12835 sqft,"Burj Residency, JVC District 11, Jumeirah Village Circle (JVC)"
"19,000",01484 sqft,"Spain Cluster, International City"
"68,000","231,295 sqft","Al Warqaa 1, Al Warqaa"
"40,999",12778 sqft,"Rose Palace, Arjan"
"109,000","231,884 sqft","Shams 2, Shams, Jumeirah Beach Residence (JBR)"
"75,000",12970 sqft,"Belgravia 1, Belgravia, JVC District 11, Jumeirah Village Circle (JVC)"
"552,000","342,104 sqft","Apartment Building 3, Bluewaters Residences, Bluewaters Island"
"43,000",12890 sqft,Al Karama
"34,000",01650 sqft,"Al Raffa, Bur Dubai"
"65,000",11471 sqft,"Reva Residences, Business Bay"
"72,000","221,200 sqft","Saeed Towers, Sheikh Zayed Road"
"78,000",12890 sqft,"Q Gardens, Arjan"
"48,000",12662 sqft,"Hor Al Anz, Deira"
"69,000","231,428 sqft",Oasis High Park Silicon Oasis
"34,000",12795 sqft,"Indigo Spectrum 1, International City"
"72,000","231,800 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"110,000",12865 sqft,"Downtown Views, Downtown Dubai"
"56,000","221,261 sqft",Binghatti Point Silicon Oasis
"48,000","231,000 sqft","Al Hamriya, Bur Dubai"
"75,000","352,045 sqft","Al Nahda 1, Al Nahda (Dubai)"
